50路,朱梅路兴南路,"121.432622,31.121953"
50路,朱梅路龙州南路,"121.430855,31.121714"
50路,虹梅南路朱梅路,"121.425638,31.121311"
50路,朱行,"121.423958,31.123837"
50路,罗秀路凌云路,"121.4226,31.129449"
50路,罗秀路天等路,"121.430547,31.130929"
50路,老沪闵路罗秀路,"121.435473,31.133112"
50路,上中西路老沪闵路,"121.431593,31.136315"
50路,天等路上中西路,"121.428073,31.135495"
50路,华东理工大学,"121.425226,31.140812"
50路,梅陇路龙州路,"121.422912,31.139965"
50路,凌云路梅陇路,"121.418963,31.137582"
50路,嘉川路凌云路,"121.419431,31.135321"
50路,虹梅南路梅陇路,"121.415017,31.135894"
50路,沪闵路虹漕南路,"121.417682,31.146133"
50路,沪闵路桂林路,"121.425139,31.153204"
50路,沪闵路柳州路,"121.428134,31.156111"
50路,沪闵路冠生园路,"121.433711,31.162513"
50路,漕河泾,"121.434468,31.166669"
50路,漕溪路田林东路,"121.43559,31.175573"
50路,漕溪北路裕德路,"121.436897,31.184705"
50路,肇嘉浜路天平路(徐家汇),"121.442079,31.195369"
50路,肇嘉浜路东安路,"121.449053,31.198807"
50路,东安路斜土路,"121.451632,31.195634"
50路,肿瘤医院,"121.455178,31.190204"
50路,东安新村,"121.456238,31.187304"
51路,人民广场(武胜路),"121.477049,31.228911"
51路,西藏中路北京东路,"121.473828,31.236836"
51路,西藏北路海宁路,"121.471402,31.24372"
51路,天目东路山西北路,"121.477266,31.249661"
51路,宝山路鸿兴路,"121.476897,31.25513"
51路,宝山路同心路,"121.479831,31.264618"
51路,虹口足球场,"121.479418,31.272192"
51路,西体育会路大连西路,"121.481185,31.276819"
51路,上农新村,"121.483116,31.282982"
51路,中山北一路新华一村,"121.485947,31.289326"
51路,大柏树(逸仙路),"121.489614,31.294345"
51路,逸仙路纪念路,"121.487899,31.298602"
51路,江湾(逸仙路),"121.48589,31.303303"
51路,逸仙路三门路,"121.485642,31.310226"
51路,逸仙路安汾路,"121.485625,31.315213"
51路,高境庙(高逸路),"121.48635,31.321115"
51路,同济路泰和路,"121.492266,31.37464"
51路,海滨八村,"121.496793,31.381146"
51路,牡丹江路水产路,"121.495673,31.383728"
51路,水产路牡丹江路,"121.495716,31.385981"
51路,永清路水产路,"121.496515,31.388229"
51路,永清路双城路,"121.495193,31.390274"
51路,永清路永乐路,"121.493645,31.392647"
51路,永清路海江路,"121.491646,31.395769"
51路,永清路宝杨路,"121.490447,31.398468"
51路,宝杨路淞宝路,"121.491837,31.400238"
51路,宝杨路宝东路,"121.497839,31.401975"
51路,吴淞口路宝杨路,"121.502474,31.404041"
51路,宝杨码头,"121.49855,31.407422"
52路,塘沽路乍浦路,"121.488014,31.248211"
52路,四川北路虬江路,"121.483659,31.254327"
52路,四川北路横浜桥,"121.483451,31.259896"
52路,鲁迅公园,"121.481667,31.268641"
52路,虹口足球场,"121.479418,31.272188"
52路,西体育会路大连西路,"121.481188,31.276824"
52路,上农新村,"121.483049,31.282451"
52路,大柏树(逸仙路),"121.489631,31.294306"
52路,逸仙路纪念路,"121.487995,31.298342"
52路,江湾(逸仙路),"121.48589,31.303307"
52路,逸仙路三门路,"121.485642,31.310082"
52路,逸仙路安汾路,"121.485625,31.315204"
52路,高境庙,"121.485443,31.321276"
52路,马桥(逸仙路),"121.487665,31.326137"
52路,长江南路何家湾路,"121.489665,31.331894"
52路,长江南路西塘桥,"121.48329,31.335603"
52路,长逸路淞肇路,"121.485291,31.337713"
52路,长逸路淞良路,"121.487895,31.338021"
52路,淞南路长逸路,"121.492222,31.339019"
52路,淞南路淞发路,"121.49157,31.342609"
52路,淞南四村,"121.491345,31.344974"
52路,吴淞煤气厂,"121.488243,31.348783"
54路,广顺路定威路,"121.353368,31.215308"
54路,协和路泉口路,"121.356037,31.215664"
54路,协和路甘溪路站,"121.356415,31.212552"
54路,平塘路甘溪路,"121.364735,31.21135"
54路,泉口路剑河路,"121.366203,31.213461"
54路,仙霞路哈密路,"121.37323,31.207991"
54路,仙霞路青溪路,"121.376819,31.207756"
54路,仙霞路威宁路,"121.382305,31.207422"
54路,威宁路仙霞路,"121.384392,31.209549"
54路,天山路天中路,"121.387192,31.214823"
54路,天山路芙蓉江路,"121.392967,31.213598"
54路,古北路天山路,"121.399965,31.21329"
54路,长宁路古北路,"121.399673,31.217995"
54路,长宁路锦屏路,"121.402588,31.218288"
54路,长宁路娄山关路,"121.406647,31.217327"
54路,长宁路中山西路,"121.413086,31.217386"
54路,中山公园,"121.417023,31.218121"
54路,长宁路江苏路,"121.42638,31.222674"
54路,曹家渡(长宁路),"121.427826,31.227757"
54路,长寿路武宁路,"121.429123,31.232552"
54路,安远路胶州路,"121.434371,31.235152"
54路,余姚路胶州路,"121.440135,31.236055"
54路,海防路西康路,"121.44368,31.237209"
54路,江宁路海防路,"121.447601,31.239843"
54路,昌化路海防路,"121.448993,31.240169"
55路,世界路新江湾城,"121.525734,31.326463"
55路,殷行路中原路,"121.530781,31.328568"
55路,中原路开鲁路,"121.531962,31.323043"
55路,市光路世界路,"121.529358,31.321585"
55路,民京路世界路,"121.523077,31.322339"
55路,宁城路国和路,"121.522609,31.319518"
55路,国和路民庆路,"121.521423,31.316124"
55路,国和路民府路,"121.519688,31.314262"
55路,市光路民府路,"121.515366,31.31312"
55路,市光路三门路,"121.515278,31.31079"
55路,淞沪路政立路,"121.512487,31.305556"
55路,五角场(淞沪路),"121.51474,31.301536"
55路,五角场(四平路),"121.514692,31.298247"
55路,四平路国定路,"121.51223,31.29351"
55路,四平路国权路,"121.510655,31.290495"
55路,同济大学,"121.506965,31.283574"
55路,四平路赤峰路,"121.504935,31.279635"
55路,四平路大连西路,"121.502535,31.276042"
55路,四平路密云路,"121.497487,31.271393"
55路,四平路临平北路,"121.491619,31.266042"
55路,四平路溧阳路,"121.488628,31.259288"
55路,吴淞路海宁路,"121.489071,31.25043"
55路,中山东一路汉口路,"121.490169,31.237218"
55路,中山东二路金陵东路,"121.493668,31.231345"
55路,十六铺,"121.50049,31.224731"
55路,中山南路复兴东路,"121.50408,31.220647"
55路,中山南路董家渡路,"121.506081,31.215894"
55路,中山南路多稼路,"121.502998,31.210405"
55路,南浦大桥,"121.501081,31.207174"
56路,南丹东路漕溪北路,"121.438881,31.189222"
56路,天钥桥路斜土路,"121.4423,31.187331"
56路,天钥桥路中山南二路,"121.445178,31.178273"
56路,龙华,"121.447968,31.174395"
56路,龙吴路龙漕路,"121.444891,31.169249"
56路,新龙华,"121.448116,31.160577"
56路,龙吴路黄石路,"121.449944,31.155443"
56路,龙吴路龙水南路,"121.450191,31.151463"
56路,龙吴路百色路,"121.450676,31.143564"
56路,龙吴路龙瑞路(港口),"121.452261,31.137609"
56路,罗秀路龙吴路,"121.450634,31.134922"
56路,罗秀路龙川路,"121.446376,31.133776"
56路,龙川路罗秀路,"121.443474,31.134312"
56路,罗香路长桥路,"121.440707,31.135707"
56路,罗香路龙临路,"121.437509,31.1349"
56路,罗秀路老沪闵路,"121.437174,31.13181"
56路,罗秀路天等路,"121.430738,31.130964"
56路,罗秀路龙州路,"121.427227,31.130378"
56路,凌云路罗秀路,"121.422339,31.131515"
57路,愚园路胶州路,"121.446216,31.22548"
57路,静安寺,"121.446719,31.223372"
57路,南京西路延安西路,"121.440918,31.219858"
57路,延安西路江苏路,"121.43158,31.213659"
57路,延安西路定西路,"121.424255,31.210039"
57路,延安西路凯旋路,"121.418238,31.208602"
57路,东华大学,"121.413885,31.207648"
57路,虹桥开发区,"121.40793,31.20339"
57路,延安西路娄山关路,"121.401597,31.201302"
57路,虹桥路水城路,"121.394409,31.200348"
57路,虹桥路虹许路,"121.389028,31.198268"
57路,虹桥路虹梅路,"121.381385,31.19523"
57路,虹桥路程家桥,"121.373489,31.190994"
57路,上海动物园,"121.367708,31.188537"
57路,红松路虹井路,"121.368851,31.181593"
57路,白樟路红松路,"121.366832,31.179978"
57路,龙柏新村,"121.364648,31.176246"
58路,曲阜西路西藏北路,"121.470734,31.242235"
58路,天目中路大统路,"121.459332,31.246042"
58路,恒丰路天目西路,"121.453142,31.246918"
58路,沪太路中山北路,"121.450684,31.256844"
58路,沪太路洛川中路,"121.446571,31.262536"
58路,沪太路新村路,"121.443077,31.26708"
58路,沪太路宜川路,"121.434547,31.270906"
58路,沪太路志丹路,"121.430642,31.273976"
58路,龙潭(沪太路),"121.427795,31.277096"
58路,余庆桥(沪太路),"121.423346,31.28214"
58路,沪太支路汶水路,"121.422897,31.284779"
58路,沪太支路交城路,"121.423897,31.293934"
58路,沪太支路守仁桥街,"121.417839,31.300043"
58路,大场,"121.415451,31.299862"
58路,南大路洛河桥,"121.407433,31.299582"
58路,南大路食品公司,"121.400903,31.299557"
58路,南大路南陈路,"121.395271,31.29954"
58路,南大路桃浦车站,"121.389084,31.299877"
58路,祁连山路南大路,"121.380499,31.300864"
58路,祁连新村,"121.381319,31.312678"
58路,祁连二村,"121.38163,31.316889"
58路,上海大学(锦秋路),"121.386042,31.32026"
59路,杨高中路民生路,"121.54991,31.227073"
59路,南洋泾路灵山路,"121.555458,31.235027"
59路,羽山路南洋泾路,"121.556267,31.237526"
59路,崮山路羽山路,"121.559648,31.240043"
59路,崮山路张杨路,"121.557205,31.243082"
59路,博山路崮山路,"121.556328,31.245186"
59路,博山东路罗山路,"121.559372,31.247084"
59路,博山东路龙居路,"121.563277,31.249549"
59路,博山东路云山路,"121.568069,31.252552"
59路,黄山新村,"121.570681,31.254158"
59路,金桥路博山东路,"121.577201,31.259388"
59路,军工路周家嘴路,"121.554896,31.287578"
59路,军工路控江路,"121.550224,31.291489"
59路,军工路松花江路,"121.546484,31.297279"
59路,军工路佳木斯路,"121.545433,31.303534"
59路,翔殷路国顺东路,"121.541558,31.307444"
59路,翔殷路沙岗路,"121.533885,31.305794"
59路,翔殷路国和路,"121.525826,31.303347"
59路,五角场(翔殷路),"121.517713,31.300825"
59路,五角场(邯郸路),"121.511949,31.299206"
59路,复旦大学,"121.504705,31.296749"
59路,邯郸路松花江路,"121.498872,31.295273"
59路,邯郸路运光路,"121.493624,31.294036"
59路,汶水东路广纪路,"121.483255,31.290816"
59路,水电路广灵四路,"121.477173,31.287552"
59路,凉城路广灵四路,"121.47056,31.288142"
60路,仁德路逸仙路,"121.486038,31.304013"
60路,吉浦路仁德路,"121.490304,31.305907"
60路,武东路吉浦路,"121.493247,31.303694"
60路,武东路政民路,"121.498715,31.301918"
60路,肺科医院,"121.503607,31.301111"
60路,政民路国定路,"121.505486,31.301849"
60路,国定路邯郸路,"121.508273,31.298893"
60路,国定路四平路,"121.5112,31.295181"
60路,国定路黄兴路,"121.516497,31.29385"
60路,黄兴路国顺路,"121.518759,31.292865"
60路,黄兴路国权路,"121.520109,31.289861"
60路,松花江路双阳路,"121.52885,31.288485"
60路,营口路靖宇东路,"121.534883,31.290404"
60路,靖宇东路营口路,"121.536671,31.289175"
60路,敦化路靖宇东路,"121.539612,31.290083"
60路,敦化路控江路,"121.542331,31.287721"
60路,内江路周家嘴路,"121.545395,31.282066"
60路,内江路长阳路,"121.547966,31.278837"
60路,内江路平凉路,"121.551172,31.276076"
60路,内江路杨树浦路,"121.556502,31.27174"
60路,定海桥,"121.562791,31.273724"
61路,政悦路国伟路,"121.522629,31.330324"
61路,闸殷路殷行路,"121.527557,31.329819"
61路,包头路殷行路,"121.537941,31.329996"
61路,工农新村,"121.538177,31.326771"
61路,包头路开鲁路,"121.538498,31.322586"
61路,包头路嫩江路,"121.538551,31.317179"
61路,嫩江路包头路,"121.537062,31.314692"
61路,中原路民星路,"121.53194,31.312791"
61路,长海医院,"121.52605,31.309679"
61路,长海路黑山路,"121.520248,31.309658"
61路,政立路市光路,"121.51593,31.308008"
61路,淞沪路政立路,"121.512372,31.305718"
61路,五角场(淞沪路),"121.51477,31.301484"
61路,四平路国定路,"121.512261,31.293559"
61路,四平路国权路,"121.510628,31.290438"
61路,四平路赤峰路,"121.504883,31.279545"
61路,四平路大连西路,"121.50248,31.27598"
61路,四平路密云路,"121.497414,31.271334"
61路,四平路溧阳路,"121.488637,31.259327"
61路,吴淞路海宁路,"121.489076,31.250421"
61路,吴淞路天潼路,"121.489532,31.246441"
62路,南翔汽车站,"121.315377,31.28892"
62路,云翔寺,"121.309583,31.290516"
62路,南翔镇,"121.310477,31.287626"
62路,古猗园,"121.315155,31.289263"
62路,真南路众仁路,"121.32293,31.294596"
62路,水杉路真南路,"121.344987,31.29072"
62路,白丽路银杏路,"121.347145,31.286535"
62路,雪松路绿杨路,"121.353559,31.284531"
62路,雪松路武威路,"121.353966,31.283268"
62路,真南路武威路,"121.365295,31.278183"
62路,桃浦水厂,"121.366688,31.27441"
62路,真南路敦煌路,"121.369687,31.272756"
62路,真南路祁连山路,"121.375404,31.271675"
62路,真南路二号桥,"121.385404,31.269857"
62路,真南路交通路,"121.389115,31.269097"
62路,真北路杨家桥,"121.392339,31.257856"
62路,真北路真北支路,"121.392036,31.25556"
62路,真北路铜川路,"121.390812,31.250647"
62路,武宁路真北路,"121.390078,31.246263"
62路,真如西村,"121.399154,31.244575"
62路,曹杨八村,"121.403793,31.244631"
62路,曹杨路兰溪路,"121.41329,31.240582"
62路,曹杨路白玉路,"121.417904,31.237635"
62路,曹杨路谈家渡路,"121.420855,31.234718"
62路,江苏北路长宁路,"121.426125,31.225096"
62路,江苏路愚园路,"121.429523,31.222587"
62路,江苏路延安西路,"121.432101,31.216424"
62路,华东医院,"121.440907,31.219852"
63路,真北路真北支路,"121.392298,31.253914"
63路,大渡河路铜川路,"121.397378,31.251311"
63路,大渡河路北石路,"121.397127,31.247943"
63路,真如西村,"121.399314,31.244592"
63路,普陀医院,"121.402435,31.24283"
63路,文化馆,"121.405408,31.239392"
63路,兰溪路梅岭北路,"121.409505,31.23799"
63路,曹杨六村,"121.413628,31.239475"
63路,曹杨路白玉路,"121.417843,31.237674"
63路,普雄路武宁路,"121.422752,31.236607"
63路,长寿路叶家宅路,"121.431649,31.236315"
63路,长寿路常德路,"121.436676,31.239397"
63路,长寿路江宁路,"121.442711,31.243654"
63路,天目西路恒丰路,"121.452431,31.245534"
63路,天目中路大统路,"121.458164,31.245946"
63路,天目中路晋元路,"121.469681,31.245996"
63路,天目东路山西北路,"121.477272,31.249659"
63路,海宁路四川北路,"121.483803,31.248911"
63路,北海宁路吴淞路,"121.487891,31.252201"
64路,中山北路中潭路,"121.439821,31.255222"
64路,中潭路远景路,"121.443485,31.251576"
64路,昌化路澳门路,"121.444199,31.247982"
64路,天目西路恒丰路,"121.452331,31.245521"
64路,恒丰路汉中路,"121.455616,31.243268"
64路,新闸路成都北路,"121.463264,31.238008"
64路,新闸路地铁站,"121.46817,31.238985"
64路,长沙路北京西路,"121.471489,31.237595"
64路,北京东路福建中路,"121.478459,31.238898"
64路,河南中路南京东路,"121.485564,31.235082"
64路,新北门,"121.491658,31.229427"
64路,人民路新开河路,"121.495209,31.228489"
64路,小东门,"121.497116,31.225616"
64路,大东门,"121.498898,31.222096"
64路,复兴东路光启路,"121.49441,31.222144"
64路,河南南路蓬莱路,"121.492134,31.216661"
64路,陆家浜路跨龙路,"121.495065,31.212752"
64路,陆家浜路海潮路,"121.499374,31.211227"
64路,南浦大桥,"121.501123,31.208411"
65路,南浦大桥,"121.501632,31.208255"
65路,中山南路多稼路,"121.503581,31.210634"
